Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,AlignID_sujet,AlignID_verbe,AlignID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",,mener,"ce difficile,",,advcl,obj,,39,44.0,,6223,6228.0,,6097,6102.0,[],"[42, 43, 44]",mener,35,_,_,270,128,271,[],[],[],[],[],[],[],False,False,False,3
"Il n' avait certainement pas parié pour gagner, et n' avait engagé ces vingt mille livres- la moitié de sa fortune- que parce qu' il prévoyait qu' il pourrait avoir à dépenser l' autre pour mener à bien ce difficile, pour ne pas dire inexécutable projet.",,dire,,,fixed,,,48,,,6232,,,6106,,[],[],dire,45,_,_,270,128,271,[],[],[],[],[],[],[],False,False,False,3
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,paraissaient,Quant à ses adversaires,nsubj,root,obl:mod,8.0,9,4.0,6243.0,6244,6239.0,6117.0,6118,6113.0,[8],"[1, 2, 3, 4]",paraître,0,_,_,271,128,272,['4'],"['0', '4']","['4', '0']",[],[],[],[],True,False,False,3
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,paraissaient,eux,nsubj,root,obl:mod,8.0,9,6.0,6243.0,6244,6241.0,6117.0,6118,6115.0,[8],[6],paraître,0,_,_,271,128,272,['4'],['4'],['4'],[],[],[],[],True,False,False,3
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,paraissaient,non pas à cause de la valeur de l'enjeu,nsubj,root,obl:mod,8.0,9,15.0,6243.0,6244,6250.0,6117.0,6118,6124.0,[8],"[12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",paraître,0,_,_,271,128,272,['4'],[],['4'],[],[],[],[],True,False,False,3
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,émus,,nsubj,xcomp,,8.0,10,,6243.0,6245,,6117.0,6119,,[8],[],émouvoir,9,_,_,271,128,272,['4'],[],['4'],[],[],[],[],True,False,False,3
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,faisaient,se,nsubj,conj,expl:comp,26.0,28,27.0,6261.0,6263,6262.0,6135.0,6137,6136.0,[26],[27],faire,15,_,_,271,128,272,['4'],[],['4'],[],[],[],[],True,False,False,3
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",ils,faisaient,une sorte de scrupule,nsubj,conj,obj,26.0,28,30.0,6261.0,6263,6265.0,6135.0,6137,6139.0,[26],"[29, 30, 31, 32]",faire,15,_,_,271,128,272,['4'],[],['4'],[],[],[],[],True,False,False,3
"Quant à ses adversaires, eux, ils paraissaient émus, non pas à cause de la valeur de l' enjeu, mais parce qu' ils se faisaient une sorte de scrupule de lutter dans ces conditions.",,lutter,dans ces conditions,,acl,obl:mod,,34,37.0,,6269,6272.0,,6143,6146.0,[],"[35, 36, 37]",lutter,32,_,_,271,128,272,[],[],[],[],[],[],[],False,False,False,3
Sept heures sonnaient alors.,Sept heures,sonnaient,,nsubj,root,,2.0,3,,6275.0,6276,,6149.0,6150,,"[1, 2]",[],sonner,0,_,_,272,129,273,[],[],[],[],[],[],[],False,False,False,3
On offrit à Mr. Fogg de suspendre le whist afin qu' il pût faire ses préparatifs de départ.,On,offrit,à Mr. Fogg,nsubj,root,obl:arg,1.0,2,4.0,6279.0,6280,6282.0,6153.0,6154,6156.0,[1],"[3, 4, 5]",offrir,0,_,_,273,129,274,[],['0'],['0'],[],[],[],[],True,False,False,3
On offrit à Mr. Fogg de suspendre le whist afin qu' il pût faire ses préparatifs de départ.,On,suspendre,le whist,nsubj,xcomp,obj,1.0,7,9.0,6279.0,6285,6287.0,6153.0,6159,6161.0,[1],"[8, 9]",suspendre,2,_,_,273,129,274,[],[],[],[],[],[],[],False,False,False,3
On offrit à Mr. Fogg de suspendre le whist afin qu' il pût faire ses préparatifs de départ.,il,pût,,nsubj,advcl,,12.0,13,,6290.0,6291,,6164.0,6165,,[12],[],pouvoir,7,_,_,273,129,274,['0'],[],['0'],[],[],[],[],True,False,False,3
On offrit à Mr. Fogg de suspendre le whist afin qu' il pût faire ses préparatifs de départ.,il,faire,ses préparatifs de départ,nsubj,xcomp,obj,12.0,14,16.0,6290.0,6292,6294.0,6164.0,6166,6168.0,[12],"[15, 16, 17, 18]",faire,13,_,_,273,129,274,['0'],['0'],['0'],[],[],[],[],True,False,False,3
"«Je suis toujours prêt!» répondit cet impassible gentleman, et donnant les cartes:",,répondit,cet impassible gentleman,,parataxis,obj,,8,11.0,,6305,6308.0,,6179,6182.0,[],"[9, 10, 11]",répondre,5,_,_,274,130,275,[],['0'],['0'],[],[],[],[],True,False,False,3
"«Je suis toujours prêt!» répondit cet impassible gentleman, et donnant les cartes:",,donnant,les cartes,,conj,obj,,14,16.0,,6311,6313.0,,6185,6187.0,[],"[15, 16]",donner,8,_,_,274,130,275,[],[],[],[],[],[],[],False,False,False,3
"«Je retourne carreau, dit -il.",Je,retourne,carreau,nsubj,parataxis,obj,2.0,3,4.0,6316.0,6317,6318.0,6190.0,6191,6192.0,[2],[4],retourne,0,_,_,275,131,276,['0'],[],['0'],[],[],[],[],True,False,False,3
"«Je retourne carreau, dit -il.",-il,dit,,nsubj,parataxis,,7.0,6,,6321.0,6320,,6195.0,6194,,[7],[],dire,3,_,_,275,131,276,['0'],[],['0'],[],[],[],[],True,False,False,3
"À vous de jouer, monsieur Stuart.",,jouer,,,xcomp,,,4,,,6326,,,6200,,[],[],jouer,2,_,_,276,131,277,[],[],[],[],[],[],[],False,False,False,3
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,gagné,une vingtaine de guinées,nsubj,advcl,obj,6.0,11,13.0,6337.0,6342,6344.0,6211.0,6216,6218.0,"[6, 7]","[12, 13, 14, 15]",gagner,19,_,_,278,132,279,['0'],[],['0'],[],[],[],[],True,False,False,4
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,gagné,au whist,nsubj,advcl,obl:mod,6.0,11,17.0,6337.0,6342,6348.0,6211.0,6216,6222.0,"[6, 7]","[16, 17]",gagner,19,_,_,278,132,279,['0'],[],['0'],[],[],[],[],True,False,False,4
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,prit,À sept heures vingt-cinq,nsubj,root,obl:mod,6.0,19,3.0,6337.0,6350,6334.0,6211.0,6224,6208.0,"[6, 7]","[1, 2, 3, 4]",prendre,0,58,_,278,132,279,['0'],[],['0'],[],[],[],[],True,False,False,4
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,prit,congé,nsubj,root,obj,6.0,19,20.0,6337.0,6350,6351.0,6211.0,6224,6225.0,"[6, 7]",[20],prendre,0,58,_,278,132,279,['0'],[],['0'],[],[],[],[],True,False,False,4
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,prit,de ses honorables collègues,nsubj,root,obl:arg,6.0,19,24.0,6337.0,6350,6355.0,6211.0,6224,6229.0,"[6, 7]","[21, 22, 23, 24]",prendre,0,58,_,278,132,279,['0'],"['4', '0']","['0', '4']",[],[],[],[],True,False,False,4
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,quitta,le Reform-Club,nsubj,conj,obj,6.0,27,29.0,6337.0,6358,6360.0,6211.0,6232,6234.0,"[6, 7]","[28, 29]",quitter,19,28,_,278,132,279,['0'],[],['0'],[],['3'],['3'],['FAC'],True,True,True,4
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,quitta,Reform-Club,nsubj,conj,obl:arg,6.0,27,30.0,6337.0,6358,6361.0,6211.0,6232,,"[6, 7]",[30],quitter,19,28,_,278,132,279,['0'],[],['0'],[],['3'],['3'],['FAC'],True,True,True,4
"À sept heures vingt-cinq, Phileas Fogg, après avoir gagné une vingtaine de guinées au whist, prit congé de ses honorables collègues, et quitta le Reform - Club.",Phileas Fogg,quitta,Reform-Club,nsubj,conj,obl:arg,6.0,27,31.0,6337.0,6358,6362.0,6211.0,6232,6235.0,"[6, 7]",[31],quitter,19,28,_,278,132,279,['0'],[],['0'],[],['3'],['3'],['FAC'],True,True,True,4
"À sept heures cinquante, il ouvrait la porte de sa maison et rentrait chez lui.",il,ouvrait,À sept heures cinquante,nsubj,root,obl:mod,6.0,7,3.0,6369.0,6370,6366.0,6242.0,6243,6239.0,[6],"[1, 2, 3, 4]",ouvrir,0,34,_,279,132,280,['0'],[],['0'],[],[],[],[],True,False,False,4
"À sept heures cinquante, il ouvrait la porte de sa maison et rentrait chez lui.",il,ouvrait,la porte de sa maison,nsubj,root,obj,6.0,7,9.0,6369.0,6370,6372.0,6242.0,6243,6245.0,[6],"[8, 9, 10, 11, 12]",ouvrir,0,34,_,279,132,280,['0'],['0'],['0'],[],['5'],['5'],['FAC'],True,True,True,4
"À sept heures cinquante, il ouvrait la porte de sa maison et rentrait chez lui.",il,rentrait,chez lui,nsubj,conj,obl:arg,6.0,14,16.0,6369.0,6377,6379.0,6242.0,6250,6252.0,[6],"[15, 16]",rentraire,7,60,_,279,132,280,['0'],['0'],['0'],[],[],[],[],True,False,False,4
"Passepartout, qui avait consciencieusement étudié son programme, fut assez surpris en voyant Mr. Fogg, coupable d' inexactitude, apparaître à cette heure insolite.",qui,étudié,son programme,nsubj,acl:relcl,obj,3.0,6,8.0,6383.0,6386,6388.0,6256.0,6259,6261.0,[3],"[7, 8]",étudier,1,_,_,280,133,281,['1'],['1'],['1'],[],[],[],[],True,False,False,4
"Passepartout, qui avait consciencieusement étudié son programme, fut assez surpris en voyant Mr. Fogg, coupable d' inexactitude, apparaître à cette heure insolite.",Passepartout,surpris,,nsubj:pass,root,,1.0,12,,6381.0,6392,,6254.0,6265,,[1],[],surprendre,0,_,_,280,133,281,['1'],[],['1'],[],[],[],[],True,False,False,4
"Passepartout, qui avait consciencieusement étudié son programme, fut assez surpris en voyant Mr. Fogg, coupable d' inexactitude, apparaître à cette heure insolite.",Passepartout,voyant,Mr. Fogg coupable d'inexactitude,nsubj:pass,advcl,obj,1.0,14,15.0,6381.0,6394,6395.0,6254.0,6267,6268.0,[1],"[15, 16, 18, 19, 20]",voir,12,_,_,280,133,281,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False,4
"Passepartout, qui avait consciencieusement étudié son programme, fut assez surpris en voyant Mr. Fogg, coupable d' inexactitude, apparaître à cette heure insolite.",Passepartout,apparaître,à cette heure insolite,nsubj:pass,xcomp,obl:mod,1.0,22,25.0,6381.0,6402,6405.0,6254.0,6275,6278.0,[1],"[23, 24, 25, 26]",apparaître,12,Dpt au sens large,VERB,280,133,281,['1'],[],['1'],[],[],[],[],True,False,False,4
"Suivant la notice, le locataire de Saville - row ne devait rentrer qu' à minuit précis.",le locataire de Saville-row,devait,Suivant la notice,nsubj,root,obl:mod,6.0,12,3.0,6413.0,6419,6410.0,6286.0,6291,6283.0,"[5, 6, 7, 8, 9, 10]","[1, 2, 3]",devoir,0,_,_,281,133,282,['0'],[],['0'],['10'],[],['10'],['FAC'],True,True,True,4
"Suivant la notice, le locataire de Saville - row ne devait rentrer qu' à minuit précis.",le locataire de Saville-row,rentrer,qu'à minuit précis,nsubj,xcomp,obl:mod,6.0,13,16.0,6413.0,6420,6423.0,6286.0,6292,6295.0,"[5, 6, 7, 8, 9, 10]","[14, 15, 16, 17]",rentrer,12,Dpt au sens large,VERB,281,133,282,['0'],[],['0'],['10'],[],['10'],['FAC'],True,True,True,4
"Phileas Fogg était tout d' abord monté à sa chambre, puis il appela:",Phileas Fogg,monté,à sa chambre,nsubj,root,obl:arg,1.0,7,10.0,6426.0,6432,6435.0,6298.0,6304,6307.0,"[1, 2]","[8, 9, 10]",monter,0,20,_,282,134,283,['0'],['0'],['0'],[],['45'],['45'],['FAC'],True,True,True,4
"Phileas Fogg était tout d' abord monté à sa chambre, puis il appela:",il,appela,,nsubj,conj,,13.0,14,,6438.0,6439,,6310.0,6311,,[13],[],appeler,7,_,_,282,134,283,['0'],[],['0'],[],[],[],[],True,False,False,4
Passepartout ne répondit pas.,Passepartout,répondit,,nsubj,root,,1.0,3,,6445.0,6447,,6317.0,6319,,[1],[],répondre,0,_,_,284,136,285,['1'],[],['1'],[],[],[],[],True,False,False,4
Cet appel ne pouvait s' adresser à lui.,Cet appel,pouvait,,nsubj,root,,2.0,4,,6451.0,6453,,6323.0,6325,,"[1, 2]",[],pouvoir,0,_,_,285,136,286,[],[],[],[],[],[],[],False,False,False,4
Cet appel ne pouvait s' adresser à lui.,Cet appel,adresser,s',nsubj,xcomp,expl:comp,2.0,6,5.0,6451.0,6455,6454.0,6323.0,6327,6326.0,"[1, 2]",[5],adresser,4,_,_,285,136,286,[],[],[],[],[],[],[],False,False,False,4
Cet appel ne pouvait s' adresser à lui.,Cet appel,adresser,à lui,nsubj,xcomp,obl:arg,2.0,6,8.0,6451.0,6455,6457.0,6323.0,6327,6329.0,"[1, 2]","[7, 8]",adresser,4,_,_,285,136,286,[],['1'],['1'],[],[],[],[],True,False,False,4
"«Passepartout», reprit Mr. Fogg sans élever la voix davantage.",Mr. Fogg,reprit,,nsubj,parataxis,,6.0,5,,6471.0,6470,,6343.0,6342,,"[6, 7]",[],reprendre,2,_,_,287,137,288,['0'],[],['0'],[],[],[],[],True,False,False,4
"«Passepartout», reprit Mr. Fogg sans élever la voix davantage.",Mr. Fogg,élever,la voix,nsubj,advcl,obj,6.0,9,11.0,6471.0,6474,6476.0,6343.0,6346,6348.0,"[6, 7]","[10, 11]",élever,5,_,_,287,137,288,['0'],[],['0'],[],[],[],[],True,False,False,4
Passepartout se montra.,Passepartout,montra,se,nsubj,root,expl:comp,1.0,3,2.0,6479.0,6481,6480.0,6351.0,6353,6352.0,[1],[2],montrer,0,19,FAC,288,138,289,['1'],[],['1'],[],['19'],['19'],['FAC'],True,True,True,4
"«C' est la deuxième fois que je vous appelle, dit Mr. Fogg.",je,appelle,vous,nsubj,ccomp,obj,8.0,10,9.0,6490.0,6492,6491.0,6362.0,6364,6363.0,[8],[9],appeler,6,_,_,289,139,290,['0'],['1'],"['0', '1']",[],[],[],[],True,False,False,4
"«C' est la deuxième fois que je vous appelle, dit Mr. Fogg.",Mr. Fogg,dit,,nsubj,parataxis,,13.0,12,,6495.0,6494,,6367.0,6366,,"[13, 14]",[],dire,6,_,_,289,139,290,['0'],[],['0'],[],[],[],[],True,False,False,4
"- Mais il n' est pas minuit, répondit Passepartout, sa montre à la main.",,est,,,cop,,,5,,,6502,,,6373,,[],[],être,7,_,_,290,140,291,[],[],[],[],[],[],[],False,False,False,4
"- Mais il n' est pas minuit, répondit Passepartout, sa montre à la main.",Passepartout,répondit,sa montre à la main,nsubj,root,obl:mod,10.0,9,13.0,6507.0,6506,6510.0,6378.0,6377,6381.0,[10],"[12, 13, 14, 15, 16]",répondre,0,_,_,290,140,291,['1'],['1'],['1'],[],[],[],[],True,False,False,4
"-Je le sais, reprit Phileas Fogg, et je ne vous fais pas de reproche.",-Je,sais,le,nsubj,root,obj,1.0,3,2.0,6515.0,6517,6516.0,6386.0,6388,6387.0,[1],[2],savoir,0,_,_,291,141,292,['0'],[],['0'],[],[],[],[],True,False,False,4
"-Je le sais, reprit Phileas Fogg, et je ne vous fais pas de reproche.",Phileas Fogg,reprit,,nsubj,parataxis,,6.0,5,,6520.0,6519,,6391.0,6390,,"[6, 7]",[],reprendre,3,_,_,291,141,292,['0'],[],['0'],[],[],[],[],True,False,False,4
"-Je le sais, reprit Phileas Fogg, et je ne vous fais pas de reproche.",je,fais,vous,nsubj,conj,iobj,10.0,13,12.0,6524.0,6527,6526.0,6395.0,6398,6397.0,[10],[12],faire,3,_,_,291,141,292,['0'],['1'],"['0', '1']",[],[],[],[],True,False,False,4
"-Je le sais, reprit Phileas Fogg, et je ne vous fais pas de reproche.",je,fais,de reproche,nsubj,conj,obj,10.0,13,16.0,6524.0,6527,6530.0,6395.0,6398,6401.0,[10],"[15, 16]",faire,3,_,_,291,141,292,['0'],[],['0'],[],[],[],[],True,False,False,4
Nous partons dans dix minutes pour Douvres et Calais.»,Nous,partons,dans dix minutes,nsubj,root,obl:mod,1.0,2,5.0,6532.0,6533,6536.0,6403.0,6404,6407.0,[1],"[3, 4, 5]",partir,0,32,_,292,141,293,['11'],[],['11'],[],[],[],[],True,False,False,4
Nous partons dans dix minutes pour Douvres et Calais.»,Nous,partons,pour Douvres et Calais,nsubj,root,obl:arg,1.0,2,7.0,6532.0,6533,6538.0,6403.0,6404,6409.0,[1],"[6, 7, 8, 9]",partir,0,32,_,292,141,293,['11'],[],['11'],[],[],[],[],True,False,False,4
Une sorte de grimace s' ébaucha sur la ronde face du Français.,Une sorte de grimace,ébaucha,sur la ronde face du Français,nsubj,root,obl:mod,2.0,6,9.0,6544.0,6548,6551.0,6415.0,6419,6422.0,"[1, 2, 3, 4]","[7, 8, 9, 10, 11, 12]",ébaucher,0,_,_,293,142,294,[],['1'],['1'],[],[],[],[],True,False,False,4
Il était évident qu' il avait mal entendu.,il,entendu,,nsubj,ccomp,,5.0,8,,6560.0,6563,,6431.0,6434,,[5],[],entendre,3,_,_,294,142,295,['1'],[],['1'],[],[],[],[],True,False,False,4
«Monsieur se déplace? demanda -t -il.,Monsieur,déplace,se,nsubj,root,expl:comp,2.0,4,3.0,6566.0,6568,6567.0,6437.0,6439,6438.0,[2],[3],déplacer,0,35,_,295,143,296,['1'],[],['1'],[],[],[],[],True,False,False,4
«Monsieur se déplace? demanda -t -il.,-t,demanda,,nsubj,root,,7.0,6,,6571.0,6570,,6442.0,6441,,[7],[],demander,0,_,_,295,143,296,[],[],[],[],[],[],[],False,False,False,4
"- Oui, répondit Phileas Fogg.",Phileas Fogg,répondit,,nsubj,parataxis,,5.0,4,,6578.0,6577,,6448.0,6447,,"[5, 6]",[],répondre,2,_,_,296,144,297,['0'],[],['0'],[],[],[],[],True,False,False,4
Nous allons faire le tour du monde.»,Nous,allons,,nsubj,root,,1.0,2,,6581.0,6582,,6451.0,6452,,[1],[],aller,0,_,_,297,144,298,['11'],[],['11'],[],[],[],[],True,False,False,4
Nous allons faire le tour du monde.»,Nous,faire,le tour du monde,nsubj,xcomp,obj,1.0,3,5.0,6581.0,6583,6585.0,6451.0,6453,6455.0,[1],"[4, 5, 6, 7]",faire,2,_,_,297,144,298,['11'],[],['11'],[],[],[],[],True,False,False,4
"Passepartout, l' œil démesurément ouvert, la paupière et le sourcil surélevés, les bras détendus, le corps affaissé, présentait alors tous les symptômes de l' étonnement poussé jusqu' à la stupeur.",,surélevés,,,acl,,,13,,,6602,,,6472,,[],[],surélever,9,_,_,298,145,299,[],[],[],[],[],[],[],False,False,False,4
"Passepartout, l' œil démesurément ouvert, la paupière et le sourcil surélevés, les bras détendus, le corps affaissé, présentait alors tous les symptômes de l' étonnement poussé jusqu' à la stupeur.",,détendus,,,amod,,,17,,,6606,,,6476,,[],[],détendre,16,_,_,298,145,299,[],[],[],[],[],[],[],False,False,False,4
"Passepartout, l' œil démesurément ouvert, la paupière et le sourcil surélevés, les bras détendus, le corps affaissé, présentait alors tous les symptômes de l' étonnement poussé jusqu' à la stupeur.",,affaissé,,,acl,,,21,,,6610,,,6480,,[],[],affaisser,20,_,_,298,145,299,[],[],[],[],[],[],[],False,False,False,4
"Passepartout, l' œil démesurément ouvert, la paupière et le sourcil surélevés, les bras détendus, le corps affaissé, présentait alors tous les symptômes de l' étonnement poussé jusqu' à la stupeur.",Passepartout l'œil démesurément ouvert la paupière et le sourcil les bras le corps,présentait,tous les symptômes de l'étonnement,nsubj,root,obj,1.0,23,27.0,6590.0,6612,6616.0,6460.0,6482,6486.0,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 15, 16, 19, 20]","[25, 26, 27, 28, 29, 30]",présenter,0,_,_,298,145,299,['1'],[],['1'],[],[],[],[],True,False,False,4
"Passepartout, l' œil démesurément ouvert, la paupière et le sourcil surélevés, les bras détendus, le corps affaissé, présentait alors tous les symptômes de l' étonnement poussé jusqu' à la stupeur.",,poussé,jusqu'à la stupeur,,acl,obl:mod,,31,35.0,,6620,6624.0,,6490,6494.0,[],"[32, 33, 34, 35]",pousser,30,_,_,298,145,299,[],[],[],[],[],[],[],False,False,False,4
«Le tour du monde! murmura -t -il.,-t,murmura,,nsubj,root,,8.0,7,,6633.0,6632,,6503.0,6502,,[8],[],murmurer,0,_,_,299,146,300,[],[],[],[],[],[],[],False,False,False,4
"- En quatre-vingts jours, répondit Mr. Fogg.",Mr. Fogg,répondit,En quatre-vingts jours,nsubj,root,obl:mod,7.0,6,4.0,6642.0,6641,6639.0,6511.0,6510,6508.0,"[7, 8]","[2, 3, 4]",répondre,0,_,_,300,147,301,['0'],[],['0'],[],[],[],[],True,False,False,4
"Ainsi, nous n' avons pas un instant à perdre.",nous,avons,un instant,nsubj,root,obj,3.0,5,8.0,6647.0,6649,6652.0,6516.0,6518,6521.0,[3],"[7, 8]",avoir,0,_,_,301,147,302,['11'],[],['11'],[],[],[],[],True,False,False,4
"Ainsi, nous n' avons pas un instant à perdre.",nous,perdre,,nsubj,xcomp,,3.0,10,,6647.0,6654,,6516.0,6523,,[3],[],perdre,5,_,_,301,147,302,['11'],[],['11'],[],[],[],[],True,False,False,4
"… dit Passepartout, qui balançait inconsciemment sa tête de droite et de gauche.",Passepartout,dit,,nsubj,root,,3.0,2,,6663.0,6662,,6531.0,6530,,[3],[],dire,0,_,_,303,148,304,['1'],[],['1'],[],[],[],[],True,False,False,4
"… dit Passepartout, qui balançait inconsciemment sa tête de droite et de gauche.",qui,balançait,sa tête de droite et de gauche,nsubj,acl:relcl,obj,5.0,6,9.0,6665.0,6666,6669.0,6533.0,6534,6537.0,[5],"[8, 9, 10, 11, 12, 13, 14]",balancer,3,_,_,303,148,304,['1'],['1'],['1'],[],[],[],[],True,False,False,4
Nous achèterons en route.,Nous,achèterons,en route,nsubj,root,obl:mod,1.0,2,4.0,6703.0,6704,6706.0,6570.0,6571,6573.0,[1],"[3, 4]",acheter,0,_,_,308,149,309,['11'],[],['11'],[],[],[],[],True,False,False,4
Vous descendrez mon mackintosh et ma couverture de voyage.,Vous,descendrez,mon mackintosh et ma couverture de voyage,nsubj,root,obj,1.0,2,4.0,6708.0,6709,6711.0,6575.0,6576,6578.0,[1],"[3, 4, 5, 6, 7, 8, 9]",descendre,0,40,FAC,309,149,310,['1'],['0'],"['1', '0']",[],[],[],[],True,False,False,4
Ayez de bonnes chaussures.,,Ayez,de bonnes chaussures,,root,obj,,1,4.0,,6718,6721.0,,6585,6588.0,[],"[2, 3, 4]",avoir,0,_,_,310,149,311,[],[],[],[],[],[],[],False,False,False,4
"D' ailleurs, nous marcherons peu ou pas.",nous,marcherons,D'ailleurs,nsubj,root,obl:mod,4.0,5,2.0,6726.0,6727,6724.0,6593.0,6594,6591.0,[4],"[1, 2]",marcher,0,38,_,311,149,312,['11'],[],['11'],[],[],[],[],True,False,False,4
Allez.»,,Allez,,,root,,,1,,,6732,,,6599,,[],[],aller,0,_,_,312,149,313,[],[],[],[],[],[],[],False,False,False,4
Passepartout aurait voulu répondre.,Passepartout,voulu,,nsubj,root,,1.0,3,,6735.0,6737,,6602.0,6604,,[1],[],vouloir,0,_,_,313,150,314,['1'],[],['1'],[],[],[],[],True,False,False,4
Passepartout aurait voulu répondre.,Passepartout,répondre,,nsubj,xcomp,,1.0,4,,6735.0,6738,,6602.0,6605,,[1],[],répondre,3,_,_,313,150,314,['1'],[],['1'],[],[],[],[],True,False,False,4
Il ne put.,Il,put,,nsubj,root,,1.0,3,,6740.0,6742,,6607.0,6609,,[1],[],pouvoir,0,_,_,314,150,315,['1'],[],['1'],[],[],[],[],True,False,False,4
"Il quitta la chambre de Mr. Fogg, monta dans la sienne, tomba sur une chaise, et employant une phrase assez vulgaire de son pays:",Il,quitta,la chambre de Mr. Fogg,nsubj,root,obj,1.0,2,4.0,6744.0,6745,6747.0,6611.0,6612,6614.0,[1],"[3, 4, 5, 6, 7]",quitter,0,33,TIME,315,150,316,['1'],['0'],"['1', '0']",[],['45'],['45'],['FAC'],True,True,True,4
"Il quitta la chambre de Mr. Fogg, monta dans la sienne, tomba sur une chaise, et employant une phrase assez vulgaire de son pays:",Il,monta,dans la sienne,nsubj,conj,obl:arg,1.0,9,12.0,6744.0,6752,6755.0,6611.0,6619,6622.0,[1],"[10, 11, 12]",monter,2,49,TIME,315,150,316,['1'],['1'],['1'],[],['15'],['15'],['FAC'],True,True,True,4
"Il quitta la chambre de Mr. Fogg, monta dans la sienne, tomba sur une chaise, et employant une phrase assez vulgaire de son pays:",Il,tomba,sur une chaise,nsubj,conj,obl:arg,1.0,14,17.0,6744.0,6757,6760.0,6611.0,6624,6627.0,[1],"[15, 16, 17]",tomber,9,39,_,315,150,316,['1'],[],['1'],[],[],[],[],True,False,False,4
"Il quitta la chambre de Mr. Fogg, monta dans la sienne, tomba sur une chaise, et employant une phrase assez vulgaire de son pays:",Il,employant,une phrase assez vulgaire de son pays,nsubj,conj,obj,1.0,20,22.0,6744.0,6763,6765.0,6611.0,6630,6632.0,[1],"[21, 22, 23, 24, 25, 26, 27]",employer,14,_,_,315,150,316,['1'],['1'],['1'],[],[],[],[],True,False,False,4
"«Ah! bien se dit -il, elle est forte, celle -là!",-il,dit,se,nsubj,dep,expl:comp,7.0,6,5.0,6778.0,6777,6776.0,6645.0,6644,6643.0,[7],[5],dire,11,_,_,316,151,317,['1'],[],['1'],[],[],[],[],True,False,False,4
Moi qui voulais rester tranquille!,qui,voulais,,nsubj,acl:relcl,,2.0,3,,6788.0,6789,,6655.0,6656,,[2],[],vouloir,1,_,_,317,151,318,['1'],[],['1'],[],[],[],[],True,False,False,4
Moi qui voulais rester tranquille!,qui,rester,,nsubj,xcomp,,2.0,4,,6788.0,6790,,6655.0,6657,,[2],[],rester,3,_,_,317,151,318,['1'],[],['1'],[],[],[],[],True,False,False,4
